ssn,cc_num,first,last,gender,street,city,state,zip,latitude,longitude,city_pop,job,dob,acct_num,profile,age,setting,age_group
836-47-4211,180014548188476,Sarah,Hurley,F,76984 Simpson Plains Suite 075,Decatur,AL,35603,34.5484,-87.0004,64979,Race relations officer,1979-02-27,656523409164,adults_2550_female_urban.json,43,urban,36-45
510-08-3288,676144909766,Tiffany,Smith,F,92636 Berg Square Apt. 346,Arlington,TX,76002,32.6255,-97.0784,370281,Risk analyst,2000-11-05,809609212270,young_adults_female_urban.json,22,urban,Under 25
216-93-9340,4452356547595,Michelle,Fletcher,F,848 Allen Lane Suite 382,Kahului,HI,96732,20.8814,-156.4783,24816,Paediatric nurse,1997-07-07,592517743561,adults_2550_female_urban.json,25,urban,Under 25
492-50-8826,3554292577341099,Dillon,Watson,M,7304 Denise Mountains,Marion,IN,46953,40.5359,-85.6616,44485,Health physicist,2001-11-06,522140086370,young_adults_male_urban.json,21,urban,Under 25
228-96-5655,6581780399978759,Gene,Kirk,M,1641 Sabrina Cove,San Marcos,TX,78666,29.8754,-97.9404,63836,Herbalist,1965-10-23,328714614919,adults_50up_male_urban.json,57,urban,Over 55
263-90-9299,3518968302191462,Michael,Fisher,M,747 Karen Radial Suite 070,Houston,TX,77081,29.7119,-95.4845,2906700,"Lighting technician, broadcasting/film/video",1989-08-27,862555551204,adults_2550_male_urban.json,33,urban,26-35
066-72-8713,503832597366,Jeffrey,Alvarez,M,5671 Joann Rapids Apt. 732,Brighton,MI,48116,42.5371,-83.7756,46134,Gaffer,1956-05-08,693658836897,adults_50up_male_urban.json,66,urban,Over 55
299-22-4248,2293434577463816,Kristen,Daniel,F,025 King Mission,Saint Louis,MO,63124,38.6372,-90.3776,927396,Geographical information systems officer,1997-02-05,419299428165,adults_2550_female_urban.json,25,urban,Under 25
040-28-2600,4818203973540051,Tiffany,Macdonald,F,79299 Cox Forks Apt. 447,Camarillo,CA,93012,34.2218,-118.9866,77518,Marine scientist,1955-04-04,764218609021,adults_50up_female_urban.json,67,urban,Over 55
444-32-0332,3583878432235941,Stanley,Thomas,M,082 Kristin Mill,Honolulu,HI,96822,21.3117,-157.8298,403114,Barrister's clerk,1967-12-27,314299650900,adults_50up_male_urban.json,54,urban,46-55
855-73-7083,4306314205410598,Charles,Ramirez,M,006 Melissa Road Apt. 469,Long Beach,CA,90805,33.8635,-118.1801,471952,"Teacher, secondary school",1992-04-14,368516695437,adults_2550_male_urban.json,30,urban,26-35
627-73-7030,3590845621134616,Carol,Davis,F,2098 Carter Bridge Suite 131,Pelham,GA,31779,31.1272,-84.1564,9927,Medical physicist,1957-10-27,48862683485,adults_50up_female_urban.json,65,urban,Over 55
108-92-3500,2625511034998515,Kevin,Mckinney,M,821 Smith Overpass,Staten Island,NY,10306,40.5682,-74.1184,468730,Toxicologist,1987-02-19,996390165049,adults_2550_male_urban.json,35,urban,26-35
607-97-9807,6011324526988926,Monique,Olsen,F,423 Ford Expressway Suite 413,Costa Mesa,CA,92627,33.6483,-117.9155,110851,Medical physicist,1986-09-29,409643737574,adults_2550_female_urban.json,36,urban,36-45
054-36-3582,347315886190457,Cameron,Pena,M,7781 Castillo Heights Suite 733,Denison,TX,75020,33.745,-96.5496,29908,Patent examiner,1974-07-28,246490991131,adults_2550_male_urban.json,48,urban,46-55
642-60-2058,676294494098,Marvin,Jensen,M,261 Pearson Turnpike,Fernley,NV,89408,39.6019,-119.235,19626,Chartered legal executive (England and Wales),1932-08-19,245082101045,adults_50up_male_urban.json,90,urban,Over 55
404-78-2912,4349054108920,Kelly,Dorsey,F,28085 Rasmussen Keys Apt. 971,Fresno,CA,93720,36.8579,-119.7655,570271,Recycling officer,1992-05-18,527531213688,adults_2550_female_urban.json,30,urban,26-35
193-77-5612,347663294772691,Gary,Santiago,M,84572 Laurie Lane,Barboursville,WV,25504,38.3893,-82.296,12661,Structural engineer,1942-04-08,28652865486,adults_50up_male_urban.json,80,urban,Over 55
244-47-4555,3586993368556140,Rebecca,Williams,F,34086 Bonnie Springs Apt. 983,Waterford,MI,48327,42.6438,-83.4076,71528,"Journalist, broadcasting",1976-03-01,738774731419,adults_2550_female_urban.json,46,urban,46-55
686-44-5860,676303330275,Colleen,Munoz,F,685 Madden Mills Apt. 264,Othello,WA,99344,46.8527,-118.9932,16817,English as a second language teacher,1971-12-11,884945603586,adults_50up_female_urban.json,50,urban,46-55
717-48-0438,4431439561955,Lawrence,Norton,M,45262 Lisa Vista Apt. 063,Tampa,FL,33614,28.0091,-82.5034,717255,Chartered public finance accountant,1968-12-30,934077579083,adults_50up_male_urban.json,53,urban,46-55
284-86-6051,4626447687475672690,Tiffany,Fernandez,F,43374 Harris Plaza,Brownsville,TX,78520,25.9337,-97.5174,195686,Child psychotherapist,1993-11-18,61455417359,adults_2550_female_urban.json,29,urban,26-35
720-96-9215,4319778444646912,Courtney,Thomas,F,646 Susan Heights Apt. 466,North Augusta,SC,29841,33.5251,-81.9394,46944,Administrator,1947-10-07,824090923895,adults_50up_female_urban.json,75,urban,Over 55
348-47-1815,4549610369776826896,Nathaniel,Gomez,M,29286 Jesse Circles Apt. 436,Inglewood,CA,90303,33.9377,-118.3321,135222,"Engineer, civil (consulting)",1972-08-21,579181214078,adults_50up_male_urban.json,50,urban,46-55
862-51-4381,3516370749583587,Timothy,Davis,M,2406 Michelle Corners Apt. 766,Burlington,TX,76519,30.9736,-96.9642,626,"Investment banker, operational",1980-10-06,304042869257,adults_2550_male_rural.json,42,rural,36-45
029-41-3034,4574443138005137,Eric,Mathews,M,424 Christian Hills,Rigby,ID,83442,43.6715,-111.9005,19250,Dealer,1970-09-22,14793714756,adults_50up_male_urban.json,52,urban,46-55
074-60-1323,4948686140969,Eric,Oliver,M,4349 Chan Circle,Marquette,MI,49855,46.5786,-87.4545,33561,"Engineer, control and instrumentation",1962-12-03,400870524203,adults_50up_male_urban.json,59,urban,Over 55
819-55-2074,372926261649780,Megan,Austin,F,906 Barnes Curve,Largo,FL,33771,27.9085,-82.7568,121061,Purchasing manager,1968-04-15,171951825864,adults_50up_female_urban.json,54,urban,46-55
408-90-0550,6528338155123445,Tracy,Anderson,F,00828 Carolyn Isle Apt. 307,Crystal Lake,IL,60012,42.2662,-88.3213,59670,"Investment banker, corporate",1987-12-07,695804999560,adults_2550_female_urban.json,34,urban,26-35
005-89-7529,4186314715890,Chad,Mueller,M,90002 Victor Roads Suite 780,Sterlington,LA,71280,32.7119,-92.0981,3647,Dramatherapist,1969-01-26,578463370838,adults_50up_male_urban.json,53,urban,46-55
796-12-2929,213124639888586,Johnny,Vincent,M,8237 Stacey Square,Graham,NC,27253,36.031,-79.3814,29827,Community education officer,1968-09-04,424127775030,adults_50up_male_urban.json,54,urban,46-55
567-16-6719,4115674305588119,Teresa,Hill,F,5119 Nicole Loaf,Princeton Junction,NJ,8550,40.2669,-74.6511,19445,"Psychotherapist, dance movement",1999-09-26,885206395648,young_adults_female_urban.json,23,urban,Under 25
794-01-4090,6506247026681034,Andrea,Doyle,F,686 Pennington Mountain Apt. 042,Lanham,MD,20706,38.9675,-76.8551,38692,"Designer, textile",1996-08-31,778996478702,adults_2550_female_urban.json,26,urban,26-35
214-49-8630,4439217830559,Jose,Woodward,M,33832 Gonzalez Ranch,Dallas,TX,75248,32.9682,-96.7942,1263321,Petroleum engineer,1962-03-26,980670032275,adults_50up_male_urban.json,60,urban,Over 55
222-25-2473,4115634474888,Jeremy,Bean,M,40208 Alexander Path Apt. 983,Dedham,MA,2026,42.2437,-71.1637,24711,Hospital doctor,1962-07-31,320946828380,adults_50up_male_urban.json,60,urban,Over 55
563-89-4087,30518576777440,Ashley,Jimenez,F,704 Phillips Crescent Apt. 483,Buffalo,NY,14206,42.8811,-78.8104,564824,"Geologist, engineering",1962-12-27,935872994633,adults_50up_female_urban.json,59,urban,Over 55
354-21-1391,2715357803190681,Charles,Smith,M,444 Bryan Square Apt. 453,La Crosse,WI,54601,43.7989,-91.2175,63587,Freight forwarder,2003-09-24,175814650712,young_adults_male_urban.json,19,urban,Under 25
586-78-6557,4556103797624,Lindsay,Schneider,F,1590 Villanueva Trail Suite 456,Wilder,ID,83676,43.6579,-116.9122,4347,Customer service manager,1981-06-08,246995695976,adults_2550_female_urban.json,41,urban,36-45
253-67-0063,6595122544970635,Molly,Torres,F,981 Kimberly Skyway,Sacramento,CA,95825,38.5892,-121.4057,757530,Transport planner,1983-03-30,32587391926,adults_2550_female_urban.json,39,urban,36-45
531-23-9666,2531436503504961,Matthew,Thompson,M,86655 Ruth Forest Suite 547,Citrus Heights,CA,95621,38.6952,-121.3075,83966,Photographer,1962-07-20,720720566489,adults_50up_male_urban.json,60,urban,Over 55
696-29-8724,4456653311910,Chase,Martin,M,20812 John Vista Suite 396,Saint Gabriel,LA,70776,30.2528,-91.0857,6043,"Journalist, newspaper",1955-10-31,601737698523,adults_50up_male_urban.json,67,urban,Over 55
605-79-9353,575121014162,Jimmy,Wheeler,M,5079 Kiara Rapids Suite 379,Palm Desert,CA,92260,33.6806,-116.4027,56047,Broadcast engineer,1972-03-01,271258325129,adults_50up_male_urban.json,50,urban,46-55
049-82-0132,4361043416678,Erin,Howard,F,3323 Hardin Plaza,Kuna,ID,83634,43.487,-116.3819,24494,"Investment banker, corporate",1972-08-04,469997232677,adults_50up_female_urban.json,50,urban,46-55
395-93-8071,581923476328,Daniel,Reed,M,2808 Cobb Crescent Suite 972,Richmond,VA,23231,37.4915,-77.368,536907,International aid/development worker,2001-06-28,652590557279,young_adults_male_urban.json,21,urban,Under 25
250-31-9119,2298083557903104,John,Castro,M,03834 Thomas Isle Suite 820,Bloomsburg,PA,17815,41.0115,-76.4384,30967,"Designer, exhibition/display",1963-08-07,599111597186,adults_50up_male_urban.json,59,urban,Over 55
641-73-7168,213139787577237,Vincent,Garcia,M,7466 Warren Loop Apt. 170,San Jose,CA,95111,37.2827,-121.8265,973849,Musician,1962-05-31,223112505477,adults_50up_male_urban.json,60,urban,Over 55
757-78-3901,6011461102174842,Lucas,Berg,M,594 Lucas Falls Apt. 033,Hummelstown,PA,17036,40.2782,-76.7094,21913,IT consultant,1974-10-12,179253659103,adults_2550_male_urban.json,48,urban,46-55
066-11-4865,4503398582448561,Elizabeth,Smith,F,85871 Alexander Roads Apt. 131,Exton,PA,19341,40.0468,-75.6432,16709,Wellsite geologist,1971-09-03,578016325409,adults_50up_female_urban.json,51,urban,46-55
055-69-2137,38223313573242,Tiffany,Norman,F,575 Anthony Parkway Apt. 041,Franklin,MA,2038,42.0935,-71.4058,31635,Herbalist,1962-06-30,761943985289,adults_50up_female_urban.json,60,urban,Over 55
064-14-0086,3516093518527870,Jack,Brown,M,148 Patterson Estate,Keokuk,IA,52632,40.4094,-91.3982,13086,Recycling officer,2003-05-12,698469517105,young_adults_male_urban.json,19,urban,Under 25
063-06-2792,4965393972425627,Kerry,Moore,F,477 Kelly Mews Apt. 461,Canoga Park,CA,91304,34.2197,-118.6111,77086,Product/process development scientist,1989-03-15,339333782720,adults_2550_female_urban.json,33,urban,26-35
824-42-4924,4115879162750,Steven,Weeks,M,2584 Hernandez Spring,Wichita,KS,67226,37.7379,-97.2479,409656,Housing manager/officer,1978-10-21,526502790554,adults_2550_male_urban.json,44,urban,36-45
506-83-2207,6011261997013547,Shannon,Lindsey,F,273 Daniel Throughway Apt. 340,Socorro,NM,87801,34.0479,-106.8907,10221,Broadcast engineer,1959-08-13,371733595119,adults_50up_female_urban.json,63,urban,Over 55
776-22-9396,30545507588372,Ricky,Lewis,M,107 Theresa Wells Apt. 145,Saugus,MA,1906,42.4633,-71.0111,26660,Industrial buyer,1962-09-13,333236181174,adults_50up_male_urban.json,60,urban,Over 55
717-48-0603,2412579388597123,Andrew,Blair,M,67037 Clark Mill Apt. 774,Varna,IL,61375,41.0327,-89.2483,1156,Education administrator,1957-06-21,389064539071,adults_50up_male_rural.json,65,rural,Over 55
423-56-8813,4666988198088455,Brian,Bell,M,400 Sanders Rue Suite 834,Farmerville,LA,71241,32.7534,-92.318,9982,Commercial art gallery manager,1982-06-06,709544226850,adults_2550_male_urban.json,40,urban,36-45
697-85-3540,4209876941825415150,Thomas,Black,M,2438 Hardin Path,Metairie,LA,70002,30.0098,-90.163,137067,Minerals surveyor,2002-12-07,831213630703,young_adults_male_urban.json,19,urban,Under 25
435-71-6556,4037221820325,Catherine,Gonzalez,F,42877 Ayala Village Apt. 630,Park Forest,IL,60466,41.479,-87.6828,22115,Television/film/video producer,1996-12-20,158940912295,adults_2550_female_urban.json,25,urban,Under 25
473-86-3588,3558541210161686,Maria,Daniel,F,73918 Dean Viaduct Suite 689,Miami,FL,33180,25.9597,-80.1403,1737737,Technical author,2002-09-08,583991241063,young_adults_female_urban.json,20,urban,Under 25
824-70-4719,30543921860436,Brittany,Neal,F,684 Mark Shore,Grayson,GA,30017,33.8901,-83.9632,20160,Financial manager,2006-12-21,800389018350,young_adults_female_urban.json,15,urban,Under 25
338-08-1972,3532792825125175,Christopher,Gonzalez,M,7842 Ferguson Underpass,Moncks Corner,SC,29461,33.1971,-80.0233,30141,"Civil engineer, consulting",1964-12-04,881976620748,adults_50up_male_urban.json,57,urban,Over 55
102-55-1950,30148397052383,Raymond,Flores,M,2655 Chan Crossroad,Ashville,AL,35953,33.8374,-86.2552,7319,Exhibition designer,1956-04-21,556579119865,adults_50up_male_urban.json,66,urban,Over 55
248-56-5497,3548458789955229,Michelle,Reyes,F,797 Kyle Skyway,Arlington,TX,76010,32.7204,-97.0826,370281,Sales executive,1951-06-09,577959463835,adults_50up_female_urban.json,71,urban,Over 55
777-09-4998,30472690822015,Chelsea,Brown,F,8561 Lisa Meadow Suite 720,Jackson,NJ,8527,40.121,-74.3017,54392,Higher education lecturer,1993-07-07,182636487332,adults_2550_female_urban.json,29,urban,26-35
555-82-8169,3531779199413957,Jennifer,Cohen,F,5362 Andrew Stravenue Suite 056,San Jose,CA,95132,37.4031,-121.8585,973849,Chief Executive Officer,1976-05-18,53630550240,adults_2550_female_urban.json,46,urban,46-55
477-75-1772,30347623959490,Lori,Allison,F,51684 Kevin Parks Suite 628,Pueblo,CO,81007,38.387,-104.7792,151815,"Surveyor, building control",2007-04-04,100800978299,young_adults_female_urban.json,15,urban,Under 25
122-72-6468,4616864300542336,Tina,Bennett,F,3797 Matthew Forks Suite 290,Fort Lauderdale,FL,33319,26.1848,-80.2406,711693,"Radiographer, diagnostic",1992-08-12,220996679867,adults_2550_female_urban.json,30,urban,26-35
837-45-3023,4689427795635460,James,Smith,M,23792 Sutton Lakes Suite 494,Chicago,IL,60642,41.9008,-87.6528,2680484,"Therapist, drama",1952-03-19,4865946299,adults_50up_male_urban.json,70,urban,Over 55
686-90-6558,2264815190365427,Steven,Freeman,M,004 Keller Groves Apt. 929,San Antonio,TX,78214,29.3641,-98.4924,1595797,"Research officer, trade union",1972-07-31,539037143636,adults_50up_male_urban.json,50,urban,46-55
675-61-9362,4272998336151,Jessica,Whitaker,F,786 Lauren Trail Apt. 091,Chicago,IL,60618,41.9464,-87.7042,2680484,Ship broker,1948-09-17,344161878427,adults_50up_female_urban.json,74,urban,Over 55
089-21-8665,4551216990673714,Lee,Sloan,M,5697 Stanley Burgs Apt. 820,Keokuk,IA,52632,40.4094,-91.3982,13086,Consulting civil engineer,1959-06-27,811941435214,adults_50up_male_urban.json,63,urban,Over 55
097-71-2336,344589947978364,Adriana,White,F,0062 Kristen Bypass Suite 663,Mercedes,TX,78570,26.1513,-97.9185,32525,Psychiatrist,1987-07-20,656386367721,adults_2550_female_urban.json,35,urban,26-35
102-97-6151,3505416168410332,Karen,Hoffman,F,40047 Keller Grove,Early,TX,76802,31.7874,-98.9229,5075,"Surveyor, mining",1997-10-15,185443475031,adults_2550_female_urban.json,25,urban,Under 25
165-58-5574,4778011978965886,Karen,Frost,F,05737 Tammy Rapids,Tulsa,OK,74108,36.1499,-95.7923,413574,Applications developer,1936-01-11,637020721677,adults_50up_female_urban.json,86,urban,Over 55
127-69-0637,213170465387367,Debbie,Evans,F,0675 Robinson Pine,Philadelphia,PA,19150,40.0726,-75.1706,1526206,"Engineer, structural",1937-04-24,334633435297,adults_50up_female_urban.json,85,urban,Over 55
633-71-3581,213105640029724,Jill,Espinoza,F,92976 Paul Island,Lumberton,NC,28358,34.6293,-79.0083,53001,Illustrator,1932-09-04,471802168627,adults_50up_female_urban.json,90,urban,Over 55
288-46-0902,4257965260781,Mikayla,Perez,F,775 Perry Ferry,Fayetteville,AR,72701,36.052,-94.1534,89379,Clinical cytogeneticist,1957-02-07,282695820410,adults_50up_female_urban.json,65,urban,Over 55
445-06-4551,349646636865180,Jessica,Horton,F,730 Jason Locks,San Antonio,TX,78251,29.4597,-98.6555,1595797,Animator,1941-07-05,533597884395,adults_50up_female_urban.json,81,urban,Over 55
827-83-4339,4766269896722965042,Tami,Duke,F,686 Thomas Street Apt. 213,Absecon,NJ,8205,39.4745,-74.4575,38633,Industrial/product designer,1974-09-06,283677686192,adults_2550_female_urban.json,48,urban,46-55
272-39-5714,4714083684372288111,Jamie,King,M,0241 Ford Forge,Minneapolis,MN,55446,45.04,-93.4865,1022298,Hydrographic surveyor,1971-02-07,636000706196,adults_50up_male_urban.json,51,urban,46-55
674-70-2345,6011805492062597,Calvin,Adams,M,04332 Avery Forest,Methuen,MA,1844,42.728,-71.181,47249,Civil Service fast streamer,2000-05-19,788138071595,young_adults_male_urban.json,22,urban,Under 25
869-49-8588,3571548193562809,Melissa,Gregory,F,142 Wilson Ford,Houston,TX,77042,29.7404,-95.5589,2906700,"Designer, fashion/clothing",2003-03-29,306094082462,young_adults_female_urban.json,19,urban,Under 25
873-81-4765,30256926987019,Abigail,Parker,F,209 Michelle Square Apt. 435,Marlton,NJ,8053,39.8845,-74.9067,45538,Data scientist,1951-08-17,93200071934,adults_50up_female_urban.json,71,urban,Over 55
370-51-5897,4758239788358,Jennifer,Singh,F,401 Ferguson Junctions,Buffalo,NY,14220,42.8441,-78.8182,564824,Chartered management accountant,1964-09-15,464611690539,adults_50up_female_urban.json,58,urban,Over 55
697-42-1515,4047408308119,Michael,Gonzalez,M,1194 Sparks Rest,Glendale,AZ,85306,33.6239,-112.1776,280389,Editorial assistant,1962-04-05,131766647007,adults_50up_male_urban.json,60,urban,Over 55
795-43-5595,3520511684162069,Cindy,Booker,F,1861 Debbie Ville Apt. 794,Sicklerville,NJ,8081,39.7354,-74.9864,50589,"Designer, exhibition/display",1932-01-18,119405806109,adults_50up_female_urban.json,90,urban,Over 55
597-14-5919,3544021946769869,Ashley,Thornton,F,0804 James Lake,Grand Rapids,MI,49509,42.8975,-85.6929,375580,Health service manager,1944-02-07,840586579427,adults_50up_female_urban.json,78,urban,Over 55
718-24-3761,4143243073528412,David,Brown,M,07830 Jeffrey Village Suite 791,Minneapolis,MN,55406,44.9384,-93.2214,1022298,Accounting technician,1981-11-02,231062033847,adults_2550_male_urban.json,41,urban,36-45
428-10-9192,4366141305611727,Randall,Harvey,M,8015 Green Spur Suite 176,Gillette,WY,82718,43.9282,-105.5492,41750,Technical author,1968-08-12,837815663702,adults_50up_male_urban.json,54,urban,46-55
424-47-4620,675976154491,Theresa,Perez,F,92321 Wood Crescent,Somerville,NJ,8876,40.588,-74.6874,22179,Purchasing manager,1944-02-06,194768251340,adults_50up_female_urban.json,78,urban,Over 55
836-05-7534,502082760955,Philip,Larson,M,5791 Nicole Drive,Haslett,MI,48840,42.7531,-84.3989,12501,Medical secretary,1988-08-16,975043253447,adults_2550_male_urban.json,34,urban,26-35
783-99-4472,6011544296258081,Steven,Murphy,M,268 Anderson Valley Apt. 958,Carlsbad,NM,88220,32.4119,-104.2395,33725,"Administrator, sports",1976-06-02,120886651581,adults_2550_male_urban.json,46,urban,46-55
628-44-9258,3504876520347558,Michelle,Estrada,F,230 Anthony Squares Apt. 376,Forked River,NJ,8731,39.8444,-74.1973,20009,Chiropractor,1963-06-27,562114946270,adults_50up_female_urban.json,59,urban,Over 55
548-16-4754,6546679138011480,Rebecca,Wilson,F,92603 Boyd Summit Suite 560,Houston,TX,77060,29.9335,-95.3981,2906700,Retail manager,1932-02-13,941550094072,adults_50up_female_urban.json,90,urban,Over 55
096-64-3904,4762825497917104,Melissa,Butler,F,30477 Nicole Mews Suite 258,Brooklyn,NY,11220,40.6412,-74.0133,2504700,Financial controller,2007-10-08,722569337467,young_adults_female_urban.json,15,urban,Under 25
677-27-0661,4535525575099,David,Williamson,M,9408 Eric Row,New York City,NY,10012,40.7255,-73.9983,1577385,Broadcast engineer,1976-02-05,334754776312,adults_2550_male_urban.json,46,urban,46-55
239-65-4016,5310915710300008,Barbara,Brown,F,4250 Marcus Shoal Apt. 208,Happy Valley,OR,97086,45.4446,-122.5372,26010,Sports therapist,1963-12-21,636127211983,adults_50up_female_urban.json,58,urban,Over 55
741-61-7185,6011285055580915,Mary,Mason,F,32946 Sullivan Shores,Leicester,NC,28748,35.6498,-82.7106,11334,Set designer,1976-12-23,641245873161,adults_2550_female_urban.json,45,urban,36-45
793-88-1147,370572374853125,Alexis,Robertson,F,334 John Street,Ringgold,GA,30736,34.9205,-85.1549,41029,Emergency planning/management officer,1976-05-21,753865528648,adults_2550_female_urban.json,46,urban,46-55
797-25-1297,38137949810630,Eric,Martin,M,486 Ann Crescent,Prescott Valley,AZ,86315,34.7055,-112.2639,41635,"Conservation officer, historic buildings",1997-09-22,79192584715,adults_2550_male_urban.json,25,urban,Under 25
049-05-3579,578743918372,Samuel,Morales,M,5481 Castro Alley,Flint,MI,48503,43.0128,-83.6914,162969,Archaeologist,1977-12-04,975392678519,adults_2550_male_urban.json,44,urban,36-45
601-70-1684,342998042945628,Michelle,Briggs,F,276 Samantha Forks,Saginaw,MI,48603,43.4631,-84.0297,135669,Hydrographic surveyor,1940-11-28,25106989996,adults_50up_female_urban.json,82,urban,Over 55
354-72-3904,4611278956753859196,Monica,Martinez,F,160 Jamie Inlet,Dover,OH,44622,40.5343,-81.4763,18588,Printmaker,1976-06-17,287415297800,adults_2550_female_urban.json,46,urban,46-55
292-79-3052,4350597384803212,Jennifer,Wilson,F,9033 Dustin Falls Apt. 910,Columbus,MS,39702,33.4812,-88.3554,50547,Water quality scientist,1959-12-01,629863281159,adults_50up_female_urban.json,62,urban,Over 55
762-21-7719,4104856064667318817,Lisa,Bradford,F,220 Cooper Glen Suite 324,Saint Paul,MN,55123,44.806,-93.1409,753116,Geophysicist/field seismologist,1974-08-03,125832483941,adults_2550_female_urban.json,48,urban,46-55
044-65-6516,375743319069011,Jenna,Turner,F,1184 Mosley Brooks,Aurora,IL,60506,41.7664,-88.3446,206095,Publishing copy,1999-01-21,927920880958,young_adults_female_urban.json,23,urban,Under 25
313-87-2896,4374327531716,Julie,Brown,F,1487 Thomas Burg,Augusta,ME,4330,44.3232,-69.7665,26086,Multimedia specialist,1992-04-28,353634278682,adults_2550_female_urban.json,30,urban,26-35
754-07-9023,6547153995264938,Nathan,Davis,M,74149 Kenneth Highway Suite 121,Bellefontaine,OH,43311,40.3605,-83.7571,19240,Customer service manager,1971-05-29,692389817651,adults_50up_male_urban.json,51,urban,46-55
434-56-2894,502079180910,Lisa,Warner,F,1689 Gutierrez Mount,Ellenwood,GA,30294,33.6166,-84.2939,39865,Food technologist,1977-05-30,143977429086,adults_2550_female_urban.json,45,urban,36-45
539-66-3802,573178620668,Ashley,Wise,F,8113 Ayers Station,Cedar Falls,IA,50613,42.5241,-92.4497,42031,"Psychologist, clinical",1964-09-26,129862421279,adults_50up_female_urban.json,58,urban,Over 55
456-82-9715,4495037547682,Gary,Johnston,M,8452 Ryan Coves,Houston,TX,77009,29.7936,-95.3675,2906700,"Conservation officer, historic buildings",1971-10-17,794488811228,adults_50up_male_urban.json,51,urban,46-55
187-28-2050,6586220614131640,Tammy,Martin,F,171 Andrew Ford Apt. 407,Avon,CT,6001,41.7905,-72.8653,18385,Trade union research officer,1945-09-15,246581636576,adults_50up_female_urban.json,77,urban,Over 55
335-72-4024,213133418750438,Hannah,Henson,F,0173 Natalie Burgs,New York City,NY,10011,40.7402,-73.9996,1577385,Printmaker,1984-05-05,39571500264,adults_2550_female_urban.json,38,urban,36-45
807-98-1623,3569299244016742,Tanya,Rodriguez,F,48640 Brittany Dale,Philadelphia,PA,19154,40.0897,-74.9781,1526206,"Lecturer, higher education",1977-04-11,520041885748,adults_2550_female_urban.json,45,urban,36-45
227-21-0880,4634557387421750050,Matthew,Prince,M,7249 Raymond Fields Apt. 796,Huntsville,AL,35811,34.7789,-86.5438,190178,Health promotion specialist,1987-08-27,398946967963,adults_2550_male_urban.json,35,urban,26-35
667-40-1179,4238997098870341,Nicole,Warren,F,1196 Montgomery Corner,Winchester,MA,1890,42.453,-71.1441,21382,Energy engineer,1928-09-30,140583276758,adults_50up_female_urban.json,94,urban,Over 55
743-31-0813,3536114799459553,William,Harper,M,418 Allen Parks,Tampa,FL,33647,28.1147,-82.3678,717255,Academic librarian,1944-01-23,746930653198,adults_50up_male_urban.json,78,urban,Over 55
112-25-1838,4073443121156869,Jonathan,Grant,M,091 Hart Corners Suite 063,Lebanon,IN,46052,40.0449,-86.4641,22060,Pension scheme manager,1968-08-26,979286423727,adults_50up_male_urban.json,54,urban,46-55
470-61-3689,3582214670454443,Amber,Patel,F,7826 Vanessa Fort Apt. 624,Newnan,GA,30263,33.3696,-84.8194,84721,Air broker,1965-02-08,259588204397,adults_50up_female_urban.json,57,urban,Over 55
372-52-0631,6597288859738681,Daniel,Potts,M,272 Ethan Drive Suite 700,Levelland,TX,79336,33.5788,-102.3676,16972,Environmental consultant,1997-05-06,686250926482,adults_2550_male_urban.json,25,urban,Under 25
047-06-1328,3522535303545790,Vincent,Gallagher,M,242 Luke Parkways Suite 226,Santa Ana,CA,92704,33.7249,-117.909,348131,Investment analyst,1997-09-13,31187697757,adults_2550_male_urban.json,25,urban,Under 25
448-07-8881,4515898062384831325,Tanner,Perry,M,275 Shepard Station,Kyle,TX,78640,29.9966,-97.8335,42954,"Surveyor, planning and development",1988-05-06,928065554378,adults_2550_male_urban.json,34,urban,26-35
374-13-9870,630493077899,Steven,Cross,M,12708 Trevor Valley Suite 419,Minneapolis,MN,55438,44.8266,-93.375,1022298,Comptroller,1982-01-30,597213028599,adults_2550_male_urban.json,40,urban,36-45
117-38-0692,30015028357103,Alexandra,Griffin,F,27289 Roy Trafficway Apt. 519,Fountain Inn,SC,29644,34.6578,-82.2441,18578,Web designer,1966-10-29,517417916028,adults_50up_female_urban.json,56,urban,Over 55
467-27-8009,3549202732392398,Pamela,Turner,F,083 Jones Summit,Sacramento,CA,95815,38.6093,-121.4443,757530,"Designer, textile",1993-03-17,15435464424,adults_2550_female_urban.json,29,urban,26-35
560-89-1651,3547860455353020,Debbie,Jackson,F,581 Flores Ranch,Marshfield,WI,54449,44.6615,-90.1784,26418,Quantity surveyor,1945-01-01,334211390906,adults_50up_female_urban.json,77,urban,Over 55
370-32-8568,4908877314120,Richard,Hill,M,2497 Allen Street,White Hall,AR,71602,34.2577,-92.0121,17982,Adult guidance worker,1981-06-04,719300408352,adults_2550_male_urban.json,41,urban,36-45
548-90-7276,2285994383859002,Kristen,Jones,F,64520 Matthew Roads Apt. 879,Chino Hills,CA,91709,33.9797,-117.7308,74796,"Scientist, clinical (histocompatibility and immunogenetics)",1932-10-17,54448126086,adults_50up_female_urban.json,90,urban,Over 55
074-16-0786,3599392246340006,Megan,Johnson,F,63252 Christina Shore Apt. 373,Kansas City,MO,64131,38.9713,-94.5774,545147,Historic buildings inspector/conservation officer,1948-05-03,725156832445,adults_50up_female_urban.json,74,urban,Over 55
